filename,param_0,param_1,param_2,param_3,param_4,param_5,param_6
00001.ARW,8464.0390625,2128.921630859375,1414.347900390625,-0.12123190611600876,42.936492919921875,-778.8116455078125,3908.5361328125
00002.ARW,7836.072265625,2129.28369140625,1410.1976318359375,0.2901902198791504,-9.540318489074707,351.64990234375,-2738.79541015625
00003.ARW,8887.7158203125,2118.772705078125,1416.1085205078125,-3.5519399642944336,155.6526336669922,-2281.16552734375,10463.7490234375
00004.ARW,7592.5712890625,2119.296630859375,1420.961181640625,0.8726962804794312,-3.6380603313446045,-76.33568572998047,424.1590881347656
00005.ARW,6834.91162109375,2120.5517578125,1419.349853515625,0.2658267021179199,1.5567408800125122,-39.192169189453125,143.52760314941406
00006.ARW,4083.009765625,2124.781982421875,1421.143798828125,0.2161482572555542,-1.7420483827590942,7.388056755065918,-11.286378860473633
00007.ARW,3042.29150390625,2119.45263671875,1422.526123046875,-0.18556873500347137,0.22205635905265808,-0.3145535886287689,0.15175938606262207
