filename,param_0,param_1,param_2,param_3,param_4,param_5,param_6
00001.ARW,8294.798828125,2134.983642578125,1412.0318603515625,0.09801176190376282,33.14803695678711,-569.986328125,2277.00146484375
00002.ARW,8103.60498046875,2127.920654296875,1414.3006591796875,0.08334411680698395,1.1855753660202026,6.312750339508057,-211.56387329101562
00003.ARW,7401.94970703125,2119.428466796875,1418.1143798828125,1.112142562866211,-31.070728302001953,438.1544189453125,-2056.716796875
00004.ARW,5602.21142578125,2123.3857421875,1417.890380859375,-0.15854398906230927,-0.006368604954332113,28.139480590820312,-123.49463653564453
00005.ARW,4206.4462890625,2127.522705078125,1420.54443359375,-0.2375146448612213,2.5161666870117188,-6.538976192474365,3.3462584018707275
00006.ARW,3490.222900390625,2129.195556640625,1422.73779296875,0.11822667717933655,-0.6099318265914917,1.8235342502593994,-2.1546456813812256
00007.ARW,2608.78125,2128.826904296875,1426.864501953125,-0.131574347615242,0.22034598886966705,-0.21707922220230103,0.05538288503885269
